entity_name,team_abbr,level,parent_org,total_vs_expected,net_for,net_against,n_challenges,n_overturns,n_confirms,rate_overturns,exp_chal,exp_chal_gained,exp_chal_lost,exp_rate_overturns,net_chal_gained,net_chal_lost,n_strikeouts_flip,n_walks_flip,exp_rate_challenges,exp_rate_challenges_diff,n_challenges_against,n_overturns_against,n_confirms_against,rate_overturns_against,exp_chal_against,exp_chal_gained_against,exp_chal_lost_against,exp_rate_overturns_against,net_chal_gained_against,net_chal_lost_against,n_strikeouts_flip_against,n_walks_flip_against,exp_rate_challenges_against,exp_rate_challenges_diff_against
Munetaka Murakami,CWS,MLB,CWS,-0.3777083665366039,3.799316832927446,4.177025199464049,10,6,4,0.6,6.8775050363114,2.5390941016919775,4.338410934619423,0.3691882577019187,3.460905898308022,-0.3384109346194235,0,0,0.0494784534986431,0.0224639925445223,6,5,1,0.8333333333333334,8.01217873319215,3.917576766864051,4.094601966328099,0.4889527427333415,1.0824232331359498,-3.0946019663280997,2,0,0.0226973901790145,-0.0057002230402043
Carter Jensen,KC,MLB,KC,1.9366473102572352,3.629087286944963,1.6924399766877278,2,2,0,1.0,5.070474642325359,1.7206936776901984,3.3497809646351615,0.3393555434291798,0.2793063223098016,-3.3497809646351615,1,0,0.0522729344569624,-0.0316543777559315,3,2,1,0.6666666666666666,4.285274366578002,1.796417194945137,2.488857171632864,0.4192070428339137,0.2035828050548628,-1.488857171632865,0,0,0.017490915781951,-0.0052460178227673
Taylor Ward,BAL,MLB,BAL,-1.4544124264576317,3.558981524631993,5.013393951089625,7,4,3,0.5714285714285714,11.672532242885628,4.55677535912682,7.115756883758813,0.3903844739348791,-0.5567753591268199,-4.115756883758813,1,1,0.0486355510120234,-0.0194688843453567,13,9,4,0.6923076923076923,12.30049704623744,6.143551547573911,6.156945498663532,0.4994555524447804,2.856448452426091,-2.1569454986635335,6,2,0.0290791892346038,0.0016536712854906
Riley Greene,DET,MLB,DET,2.6378384989060355,3.502690181212518,0.8648516823064828,5,3,2,0.6,7.228905940938232,2.363107879862858,4.865798061075374,0.3268970296708761,0.6368921201371424,-2.8657980610753757,1,1,0.0573722693725256,-0.0176897296899859,7,4,3,0.5714285714285714,7.191018237956262,3.66308327782489,3.5279349601313728,0.5093970223145984,0.3369167221751097,-0.5279349601313731,1,0,0.0227563868289755,-0.0006044880947982
Yordan Alvarez,HOU,MLB,HOU,2.7752204978576285,3.3970921143487964,0.621871616491168,1,1,0,1.0,3.4204577476606666,0.5116828166559353,2.9087749310047317,0.1495948362484195,0.4883171833440645,-2.9087749310047317,0,0,0.0280365389152513,-0.0198398176037759,3,2,1,0.6666666666666666,6.936472321076535,3.6573003522926832,3.2791719687838516,0.5272565337253552,-1.6573003522926832,-2.279171968783851,1,0,0.0216089480407368,-0.0122631536482135
Francisco Alvarez,NYM,MLB,NYM,4.520804536647994,3.3603829212611167,-1.1604216153868772,5,4,1,0.8,4.018204343437534,1.8289107110882088,2.189293632349326,0.4551562227230071,2.1710892889117908,-1.189293632349326,0,0,0.0451483634094104,0.0110314118714883,2,0,2,,3.123280900030181,1.1418512577085291,1.9814296423216513,0.3655935198455877,-1.1418512577085291,0.018570357678348,0,0,0.0175465219102819,-0.0063105668541021
Jakob Marsee,MIA,MLB,MIA,1.7820505466540066,3.282375388477876,1.5003248418238695,4,2,2,0.5,5.7606323171957445,1.2391284643589344,4.521503852836811,0.2151028560979461,0.7608715356410656,-2.5215038528368106,0,1,0.0378988968236562,-0.011583107349972,8,6,2,0.75,9.88688928041324,6.1932822192946855,3.693607061118556,0.6264136315923046,-0.1932822192946867,-1.6936070611185563,1,1,0.0301429551232111,-0.005752711220772
Vinnie Pasquantino,KC,MLB,KC,1.5113610872928709,3.265423941426066,1.754062854133196,4,3,1,0.75,4.39696236672485,1.5657692126493914,2.831193154075457,0.3561024821360207,1.4342307873506086,-1.831193154075458,0,1,0.0382344553628247,-0.0034518466671726,8,5,3,0.625,5.809379437840803,3.027658291853802,2.7817211459869977,0.5211672475948834,1.9723417081461976,0.2182788540130015,2,0,0.0216767889471671,0.0081739573214895
CJ Abrams,WSH,MLB,WSH,-1.2248701705106764,3.07705388017933,4.3019240506900065,3,3,0,1.0,4.056305881774704,1.9896260007976865,2.0666798809770164,0.4905019638033783,1.0103739992023135,-2.0666798809770164,0,1,0.0368755080161336,-0.0096027807434063,7,6,1,0.8571428571428571,5.89059533831363,3.2943356438118094,2.596259694501817,0.5592534293409667,2.70566435618819,-1.5962596945018168,0,0,0.0240432462788311,0.0045281822925974
Corbin Carroll,AZ,MLB,AZ,3.741920893927112,3.007884386425875,-0.7340365075012367,2,2,0,1.0,3.275274063720257,1.133694838647192,2.141579225073067,0.3461373969296089,0.8663051613528082,-2.141579225073067,2,0,0.0308988119218892,-0.0120308873935873,7,4,3,0.5714285714285714,5.777835967958338,3.755936237729787,2.0218997302285513,0.6500593403064346,0.2440637622702122,0.9781002697714488,1,1,0.022481852015402,0.004755502070201
Dillon Dingler,DET,MLB,DET,4.0041312074700794,2.9617727013600677,-1.0423585061100116,6,4,2,0.6666666666666666,5.628421884231247,2.333324591435589,3.295097292795657,0.4145610687025257,1.6666754085644109,-1.2950972927956572,2,0,0.0526020736844041,0.003472692670736,4,2,2,0.5,5.596814179835454,3.3195863429727326,2.2772278368627212,0.5931206997960986,-1.3195863429727326,-0.2772278368627209,1,0,0.0271690008729876,-0.0077515251448323
Andrew McCutchen,TEX,MLB,TEX,1.523386283839412,2.908150898945537,1.3847646151061253,3,3,0,1.0,1.981411543842144,1.036630322448303,0.9447812213938406,0.5231776940383518,1.963369677551697,-0.9447812213938406,1,1,0.0508054242010806,0.0261176527219963,3,2,1,0.6666666666666666,3.895013271195426,1.7551243280446502,2.1398889431507757,0.4506080482508809,0.2448756719553496,-1.1398889431507755,0,0,0.0344691439928798,-0.0079204714265081
Mike Yastrzemski,ATL,MLB,ATL,0.7364465770081923,2.861338557821629,2.124891980813437,1,1,0,1.0,3.2812516390876203,0.7099565406329955,2.571295098454624,0.2163675995390603,0.2900434593670045,-2.571295098454624,0,0,0.0315504965296886,-0.021935111914304,3,3,0,1.0,5.3209800189062895,3.098044019046426,2.2229359998598626,0.5822318460205793,-0.0980440190464257,-2.2229359998598626,0,0,0.0289183696679689,-0.012614021841882
Roman Anthony,BOS,MLB,BOS,-0.3867727981718083,2.843917157029306,3.230689955201114,3,2,1,0.6666666666666666,4.367090162048565,1.2615865025096291,3.105503659538934,0.2888849223845265,0.7384134974903707,-2.105503659538935,1,1,0.0400650473582437,-0.0125421115784272,8,6,2,0.75,6.815127545560693,3.7922187951797888,3.022908750380903,0.5564413534197175,2.2077812048202112,-1.022908750380903,0,1,0.0304246765426816,0.005289609171604
Alec Bohm,PHI,MLB,PHI,2.283615995496697,2.8253664491409403,0.5417504536442435,4,3,1,0.75,4.771121158204443,1.9728773545317504,2.7982438036726895,0.4135039310706207,1.0271226454682498,-1.7982438036726909,0,0,0.0422223111345526,-0.006824081046057,9,5,4,0.5555555555555556,6.2024156984108405,3.3303326223832976,2.87208307602754,0.5369412152166103,1.669667377616702,1.127916923972459,3,1,0.0281927986291401,0.0127162922799507
Drew Gilbert,SF,MLB,SF,-0.1394528815639795,2.748590450605792,2.8880433321697714,3,3,0,1.0,2.228828223778698,1.2401188865864534,0.9887093371922454,0.5563994898108333,1.7598811134135464,-0.9887093371922454,1,1,0.0445765644755739,0.015423435524426,7,6,1,0.8571428571428571,4.141672910418061,3.126814789124145,1.0148581212939165,0.7549642032954563,2.873185210875855,-0.0148581212939164,1,1,0.0339481386099841,0.0234289105703437
Joc Pederson,TEX,MLB,TEX,3.287064126259435,2.7427163019485152,-0.5443478243109199,3,2,1,0.6666666666666666,3.977923885534824,1.117603791793154,2.8603200937416697,0.2809515274681769,0.8823962082068458,-1.8603200937416693,2,0,0.0427733751132776,-0.0105153105971486,4,2,2,0.5,5.290510386989026,2.9174291056499726,2.3730812813390525,0.551445681464839,-0.9174291056499728,-0.373081281339053,0,0,0.0255580211931837,-0.0062343496955991
Otto Lopez,MIA,MLB,MIA,0.2948500098587581,2.742508910685661,2.447658900826903,4,3,1,0.75,4.933959714650647,2.095725401982494,2.8382343126681535,0.4247552722734143,0.9042745980175068,-1.8382343126681544,0,0,0.0357533312655844,-0.0067678240192075,4,3,1,0.75,3.2815722646992893,1.4169566819361934,1.864615582763096,0.431792009330027,1.5830433180638068,-0.8646155827630962,0,1,0.0160076695838989,0.0035045255380522
Brandon Nimmo,TEX,MLB,TEX,2.0961518747427004,2.700198162071199,0.6040462873284991,3,2,1,0.6666666666666666,3.978391890279825,1.139096864104313,2.8392950261755123,0.2863209295412557,0.8609031358956869,-1.8392950261755128,0,0,0.0337151855108459,-0.0082914566972866,3,2,1,0.6666666666666666,7.0428803498609,3.7194170312662,3.3234633185946993,0.5281102115187376,-1.7194170312662007,-2.3234633185947,1,0,0.0262794042905257,-0.0150853744397794
Nolan Gorman,STL,MLB,STL,0.5047902004260338,2.6542107429857347,2.149420542559701,1,1,0,1.0,3.405217234470056,0.875503245742161,2.5297139887278957,0.257106429768911,0.124496754257839,-2.5297139887278957,1,0,0.0378357470496672,-0.0267246359385561,5,3,2,0.6,5.267797020377782,2.05918823890904,3.20860878146874,0.3909012118240965,0.9408117610909602,-1.2086087814687403,0,0,0.0218580789227293,-0.0011111909559244
Max Schuemann,NYY,MLB,NYY,2.361414692076625,2.573522612115384,0.212107920038759,3,3,0,1.0,0.6158569343426044,0.5211671611136102,0.094689773228994,0.8462471266478948,2.47883283888639,-0.094689773228994,0,0,0.0473736103340464,0.1833956204351843,0,0,0,,1.0520369381223114,0.419964509041776,0.6320724290805351,0.399191790538585,-0.419964509041776,-0.6320724290805351,0,0,0.0284334307600624,-0.0284334307600624
Taylor Walls,TB,MLB,TB,2.2099473656713835,2.5713622402380323,0.3614148745666486,6,3,3,0.5,3.511613943637399,0.4701258516996837,3.041488091937715,0.1338774305049939,2.5298741483003164,-0.0414880919377157,0,0,0.0418049279004452,0.0296236435281262,3,1,2,0.3333333333333333,3.238296385387886,0.9384407554106184,2.2998556299772672,0.2897945844750745,0.0615592445893816,-0.2998556299772669,0,0,0.0193909963196879,-0.0014269244634005
Justin Foscue,TEX,MLB,TEX,2.0259314198728013,2.548054515428522,0.522123095555721,3,3,0,1.0,1.9498029201010056,1.2008742023362418,0.7489287177647638,0.6158951707150141,1.7991257976637582,-0.7489287177647638,1,0,0.0749924200038848,0.0403921953807305,1,1,0,1.0,0.9163194317958772,0.6970981681200781,0.2192212636757991,0.7607589056076749,0.3029018318799219,-0.2192212636757991,0,0,0.0295586913482541,0.0026993731678749
Michael Busch,CHC,MLB,CHC,0.8826604169456767,2.5473742562147876,1.664713839269111,3,2,1,0.6666666666666666,3.7692819565751456,1.1109538501801792,2.658328106394966,0.2947388555643147,0.8890461498198208,-1.658328106394967,0,0,0.0294475152857433,-0.0060100152857433,10,6,4,0.6,9.6591388598309,4.997212510280895,4.661926349550006,0.5173559033365402,1.0027874897191045,-0.6619263495500067,2,1,0.0291816883982806,0.001029791964257
Lane Thomas,KC,MLB,KC,1.6244412904360743,2.540555762162237,0.9161144717261628,3,2,1,0.6666666666666666,4.0784925954035876,1.2689684166206752,2.8095241787829126,0.3111366238719637,0.7310315833793247,-1.8095241787829124,0,0,0.0509811574425448,-0.0134811574425448,5,2,3,0.4,2.831810601513769,0.4578480648938031,2.3739625366199655,0.1616803272962734,1.542151935106197,0.6260374633800342,0,0,0.016856015485201,0.0129058892767037
Seiya Suzuki,CHC,MLB,CHC,3.282482735831114,2.502642573292354,-0.7798401625387602,6,4,2,0.6666666666666666,5.9322802317999015,2.714818829253773,3.217461402546127,0.4576349604492765,1.2851811707462275,-1.2174614025461266,2,0,0.0502735612864398,0.0005738963406788,6,3,3,0.5,6.399890333032397,3.589865247785578,2.810025085246818,0.5609260566945726,-0.5898652477855781,0.189974914753182,2,1,0.0289587797874769,-0.0018094585205085
Edouard Julien,COL,MLB,COL,-1.255731060139644,2.4603276962633926,3.716058756403037,8,5,3,0.625,4.266264929920329,1.9029686168284683,2.3632963130918614,0.4460502683465571,3.0970313831715313,0.6367036869081386,1,0,0.045385797126812,0.0397205858519114,4,4,0,1.0,5.9353963819048765,3.10966881275092,2.8257275691539565,0.5239193160260206,0.89033118724908,-2.8257275691539565,2,0,0.0273520570594694,-0.0089188773359671
Will Benson,CIN,MLB,CIN,1.5807854671981487,2.4563659637658866,0.8755804965677378,3,2,1,0.6666666666666666,2.737946890459553,0.6407904633468328,2.097156427112719,0.2340405015085149,1.3592095366531671,-1.097156427112719,0,1,0.04978085255381,0.0047646019916444,3,2,1,0.6666666666666666,3.4917506987662232,1.8080851010992427,1.6836655976669803,0.5178162065631181,0.1919148989007573,-0.6836655976669805,1,0,0.0229720440708304,-0.0032352019655672
Xavier Edwards,MIA,MLB,MIA,1.7419917272589092,2.4391720965946617,0.6971803693357526,3,2,1,0.6666666666666666,4.31897069132098,1.4398992973631592,2.8790713939578207,0.3333894578763067,0.5601007026368409,-1.8790713939578207,1,0,0.0324734638445186,-0.009917072867075,9,4,5,0.4444444444444444,7.961085347287768,3.1319524889760064,4.829132858311762,0.3934077267546214,0.8680475110239932,0.1708671416882407,0,1,0.0248783917102742,0.0032466082897257
Ryan O'Hearn,PIT,MLB,PIT,1.4055722389277243,2.4286757427389327,1.0231035038112082,6,4,2,0.6666666666666666,4.20977150056471,1.8905478789128891,2.3192236216518216,0.4490856282007909,2.1094521210871107,-0.3192236216518219,0,0,0.034791500004667,0.0147952768548371,5,4,1,0.8,6.752486019936834,4.364691258062813,2.3877947618740216,0.6463828647961634,-0.3646912580628134,-1.3877947618740216,1,0,0.025772847404339,-0.0066888779386902
Colton Cowser,BAL,MLB,BAL,0.7894996644256094,2.4189050276707293,1.62940536324512,2,2,0,1.0,3.538414527150759,1.5597547497400148,1.978659777410744,0.4408061118254501,0.4402452502599853,-1.978659777410744,1,0,0.052035507752217,-0.0226237430463346,3,3,0,1.0,5.715783436244203,3.5431890364995415,2.1725943997446615,0.6198956059167532,-0.5431890364995414,-2.1725943997446615,1,0,0.0368760221693174,-0.01752118345964
Ryan McMahon,NYY,MLB,NYY,0.6054263328829381,2.41878600396703,1.813359671084092,2,2,0,1.0,3.950054755000449,1.7656343755167103,2.18442037948374,0.4469898482499667,0.2343656244832897,-2.18442037948374,0,0,0.0424737070430155,-0.0209683306989295,6,4,2,0.6666666666666666,4.389959949864214,2.288300139390061,2.1016598104741537,0.5212576345852177,1.7116998606099387,-0.1016598104741532,1,0,0.0267680484747817,0.0098173173788767
Samuel Basallo,BAL,MLB,BAL,2.7677699118531973,2.2840875953366098,-0.4836823165165875,7,5,2,0.7142857142857143,3.721966132726581,2.218939268694985,1.5030268640315951,0.5961739547236204,2.781060731305015,0.496973135968405,1,1,0.0502968396314402,0.0442977549631543,6,3,3,0.5,3.894981580203587,2.189331948360087,1.7056496318435006,0.5620904497950546,0.8106680516399127,1.2943503681565005,0,0,0.0231844141678784,0.0125298715464072
Carson Kelly,CHC,MLB,CHC,2.662729116484595,2.266075440837212,-0.3966536756473833,1,1,0,1.0,3.416575990730901,1.0752502749468449,2.341325715784057,0.3147157498805752,-0.0752502749468449,-2.341325715784057,0,0,0.0427071998841362,-0.0302071998841362,1,0,1,,2.949403173514446,1.1730284245809144,1.7763747489335318,0.3977172178814599,-1.1730284245809144,-0.7763747489335311,0,0,0.016029365073448,-0.0105945824647524
Ivan Herrera,STL,MLB,STL,1.172053518384013,2.2568620207933874,1.0848085024093743,10,6,4,0.6,6.835137176546407,3.289137577876509,3.5459995986698956,0.4812101780725947,2.710862422123491,0.4540004013301036,1,2,0.0474662303926833,0.021978214051761,7,4,3,0.5714285714285714,6.986074246911776,3.4506328722512003,3.5354413746605755,0.4939301745578452,0.5493671277487995,-0.5354413746605748,1,0,0.022755942172351,4.5360759245e-05
Edmundo Sosa,PHI,MLB,PHI,1.3160045720407398,2.1198599073079736,0.8038553352672337,2,2,0,1.0,0.887347421686016,0.3837437571890211,0.5036036644969948,0.4324616805218004,1.6162562428109788,-0.5036036644969948,0,1,0.0260984535790004,0.0327250758327642,3,2,1,0.6666666666666666,1.201872729067794,0.69900869690028,0.5028640321675137,0.5815995986883326,1.30099130309972,0.4971359678324862,1,0,0.0166926767926082,0.0249739898740584
Miguel Vargas,CWS,MLB,CWS,1.8706768603470136,2.102253663081569,0.2315768027345554,6,4,2,0.6666666666666666,6.2797670736548055,3.088756705286619,3.1910103683681874,0.4918584828161424,0.9112432947133814,-1.1910103683681876,1,0,0.05708879157868,-0.0025433370332255,6,2,4,0.3333333333333333,5.0858786872763035,1.4271509422708744,3.65872774500543,0.280610496243506,0.5728490577291259,0.3412722549945704,0,0,0.0160437813478747,0.0028836634470779
Victor Scott II,STL,MLB,STL,-1.7338766955200842,2.023218461336261,3.7570951568563458,3,2,1,0.6666666666666666,3.835924208685379,1.4063528736745587,2.4295713350108197,0.3666268667379468,0.5936471263254416,-1.4295713350108197,1,0,0.0518368136308835,-0.0112962730903429,5,5,0,1.0,3.162308436430283,2.2026066397869695,0.9597017966433142,0.6965185983797785,2.797393360213031,-0.9597017966433142,2,0,0.0202712079258351,0.0117800741254469
Garrett Mitchell,MIL,MLB,MIL,0.4649642440384109,2.0024958330414497,1.5375315890030388,3,1,2,0.3333333333333333,4.928239247581611,0.9628717072700804,3.96536754031153,0.1953784422585777,0.0371282927299195,-1.9653675403115305,0,0,0.0529918198664689,-0.0207337553503399,2,2,0,1.0,4.8964539220302665,2.6794611665136134,2.2169927555166526,0.5472248302915922,-0.6794611665136139,-2.2169927555166526,0,0,0.0216657253187179,-0.0128161677965941
Jahmai Jones,DET,MLB,DET,2.0099104060765938,1.9496061817534744,-0.0603042243231193,1,1,0,1.0,1.3147765406373972,0.1825851794419616,1.1321913611954355,0.1388716438106244,0.8174148205580384,-1.1321913611954355,0,0,0.0547823558598915,-0.0131156891932248,1,0,1,,1.214448357725021,0.1373762910240702,1.0770720667009503,0.1131182648897578,-0.1373762910240702,-0.0770720667009508,0,0,0.0199089894709019,-0.0035155468479511
Brent Rooker,ATH,MLB,ATH,3.476423153156574,1.9329610924637777,-1.5434620606927965,5,4,1,0.8,3.177744752429567,2.1223918299828948,1.0553529224466716,0.6678924820378368,1.8776081700171057,-0.0553529224466719,0,1,0.0481476477640843,0.0276099279934914,3,1,2,0.3333333333333333,3.515638523503789,2.0295502920982926,1.4860882314054966,0.5772920846468548,-1.0295502920982929,0.5139117685945037,0,0,0.0221109341100867,-0.0032430095817848
Cedric Mullins,TB,MLB,TB,1.2285075023383831,1.9294425411289529,0.7009350387905695,2,2,0,1.0,2.734837396650552,1.4026974277608,1.3321399688897524,0.5128997539227491,0.5973025722392001,-1.3321399688897524,0,0,0.0374635259815144,-0.0100662657075418,1,1,0,1.0,2.852130719576476,1.5755978403929534,1.2765328791835229,0.5524283405309417,-0.5755978403929534,-1.2765328791835229,0,0,0.0150112143135604,-0.0097480564188235
J.P. Crawford,SEA,MLB,SEA,-4.692813710657029,1.919687430622878,6.612501141279908,4,2,2,0.5,5.3025497119454,1.691431140661261,3.611118571284139,0.3189844947329515,0.3085688593387388,-1.6111185712841392,0,0,0.0384242732749666,-0.0094387660285898,15,12,3,0.8,11.264020495036595,6.825759676878347,4.438260818158253,0.6059789823612328,5.174240323121655,-1.4382608181582528,3,1,0.0396620439966077,0.0131548574118429
Jake Burger,TEX,MLB,TEX,0.095930312378945,1.88597893153167,1.790048619152725,4,3,1,0.75,5.8742648762709235,2.9941429723696267,2.8801219039012964,0.5097051350994503,0.0058570276303731,-1.8801219039012969,1,0,0.0524487935381332,-0.0167345078238475,4,3,1,0.75,2.7976408840064853,1.50379613242688,1.2938447515796048,0.5375229326336204,1.49620386757312,-0.293844751579605,0,0,0.013781482187224,0.0059229513103128
Marcell Ozuna,PIT,MLB,PIT,-1.1399723395359678,1.8508426914989609,2.9908150310349284,11,6,5,0.5454545454545454,5.882810155954149,2.515983732227595,3.366826423726555,0.4276839920936596,3.484016267772405,1.6331735762734445,0,1,0.043901568328016,0.0381879839107899,6,4,2,0.6666666666666666,3.776326630677416,1.3927557998212443,2.3835708308561725,0.368812323729371,2.6072442001787555,-0.3835708308561729,0,0,0.0145804117014572,0.0085856114645659
Shohei Ohtani,LAD,MLB,LAD,-2.7856922118055865,1.821264441423157,4.606956653228743,3,1,2,0.3333333333333333,4.680953431753348,0.9298444951650962,3.751108936588252,0.198644252441709,0.0701555048349037,-1.751108936588253,0,0,0.0380565319654743,-0.0136662880630353,7,7,0,1.0,7.916928602484588,5.154985974627922,2.761942627856666,0.6511345792622307,1.845014025372077,-2.761942627856666,2,1,0.0256211281633805,-0.0029674064805326
Adley Rutschman,BAL,MLB,BAL,0.1289561924857445,1.7466010146561202,1.6176448221703756,2,1,1,0.5,3.7966942539535937,1.0250466196487362,2.7716476343048564,0.2699839784521309,-0.0250466196487361,-1.7716476343048564,0,0,0.034515402308669,-0.0163335841268508,3,2,1,0.6666666666666666,2.983129805398955,1.1827424916142897,1.8003873137846655,0.3964770455089577,0.8172575083857103,-0.8003873137846652,0,0,0.0169496011670395,9.5853378415e-05
Rhys Hoskins,CLE,MLB,CLE,-1.6805260025671038,1.73649912086979,3.417025123436894,6,4,2,0.6666666666666666,5.003964434491614,2.6337326568109116,2.3702317776807007,0.526329211825921,1.3662673431890888,-0.3702317776807011,2,0,0.0581856329592048,0.0115818089012603,7,6,1,0.8571428571428571,5.890103012275102,3.736538944419103,2.1535640678559966,0.6343758227372382,2.263461055580897,-1.1535640678559966,2,0,0.025171380394338,0.0047431495201918
